"Statistic Label","Year","Ward","UNIT","VALUE"
"Small farms","2003","Comber North","Number",""
"Small farms","2003","Comber South","Number",""
"Small farms","2003","Comber West","Number",""
"Small farms","2003","Conway Square","Number",""
"Small farms","2003","Cronstown","Number",""
"Small farms","2003","Cultra","Number",""
"Small farms","2003","Donaghadee","Number",""
"Small farms","2003","Glen","Number",""
"Small farms","2003","Gregstown","Number",""
"Small farms","2003","Groomsport","Number",""
"Small farms","2003","Harbour","Number",""
"Small farms","2003","Helen's Bay","Number",""
"Small farms","2003","Holywood","Number",""
"Small farms","2003","Kilcooley","Number",""
"Small farms","2003","Killinchy","Number",""
"Small farms","2003","Kircubbin","Number",""
"Small farms","2003","Loughries","Number",""
"Small farms","2003","Loughview","Number",""
"Small farms","2003","Movilla","Number",""
"Small farms","2003","Portaferry","Number",""
"Small farms","2003","Portavogie","Number",""
"Small farms","2003","Rathgael","Number",""
"Small farms","2003","Rathmore","Number",""
"Small farms","2003","Scrabo","Number",""
"Small farms","2003","Silverbirch","Number",""
"Small farms","2003","Silverstream","Number",""
"Small farms","2003","Warren","Number",""
"Small farms","2003","West Winds","Number",""
"Small farms","2003","Northern Ireland","Number",""
"Small farms","2004","Abbey (Antrim and Newtownabbey)","Number",""
"Small farms","2004","Aldergrove","Number",""
"Small farms","2004","Antrim Centre","Number",""
"Small farms","2004","Ballyclare East","Number",""
"Small farms","2004","Ballyclare West","Number",""
"Small farms","2004","Ballyduff","Number",""
"Small farms","2004","Ballyhenry","Number",""
"Small farms","2004","Ballynure","Number",""
"Small farms","2004","Ballyrobert","Number",""
"Small farms","2004","Burnthill","Number",""
"Small farms","2004","Carnmoney","Number",""
"Small farms","2004","Carnmoney Hill","Number",""
"Small farms","2004","Clady","Number",""
"Small farms","2004","Collinbridge","Number",""
"Small farms","2004","Cranfield","Number",""
"Small farms","2004","Crumlin","Number",""
"Small farms","2004","Doagh","Number",""
"Small farms","2004","Fairview","Number",""
"Small farms","2004","Fountain Hill","Number",""
"Small farms","2004","Glebe (Antrim and Newtownabbey)","Number",""
"Small farms","2004","Glengormley","Number",""
"Small farms","2004","Greystone (Antrim and Newtownabbey)","Number",""
"Small farms","2004","Hightown","Number",""
"Small farms","2004","Jordanstown","Number",""
"Small farms","2004","Mallusk","Number",""
"Small farms","2004","Monkstown","Number",""
"Small farms","2004","Mossley","Number",""
"Small farms","2004","O'Neill","Number",""
"Small farms","2004","Parkgate","Number",""
"Small farms","2004","Randalstown","Number",""
"Small farms","2004","Rathcoole","Number",""
"Small farms","2004","Rostulla","Number",""
"Small farms","2004","Shilvodan","Number",""
"Small farms","2004","Springfarm","Number",""
"Small farms","2004","Steeple","Number",""
"Small farms","2004","Stiles","Number",""
"Small farms","2004","Templepatrick","Number",""
"Small farms","2004","Toome","Number",""
"Small farms","2004","Valley (Antrim and Newtownabbey)","Number",""
"Small farms","2004","Whitehouse","Number",""
"Small farms","2004","Aghagallon","Number",""
"Small farms","2004","Ballybay","Number",""
"Small farms","2004","Banbridge East","Number",""
"Small farms","2004","Banbridge North","Number",""
"Small farms","2004","Banbridge South","Number",""
"Small farms","2004","Banbridge West","Number",""
"Small farms","2004","Blackwatertown","Number",""
"Small farms","2004","Bleary","Number",""
"Small farms","2004","Brownlow","Number",""
"Small farms","2004","Cathedral (Armagh, Banbridge and Craigavon)","Number",""
"Small farms","2004","Corcrain","Number",""
"Small farms","2004","Craigavon Centre","Number",""
"Small farms","2004","Demesne","Number",""
"Small farms","2004","Derrytrasna","Number",""
"Small farms","2004","Donaghcloney","Number",""
"Small farms","2004","Dromore (Armagh, Banbridge and Craigavon)","Number",""
"Small farms","2004","Gilford","Number",""
"Small farms","2004","Gransha","Number",""
"Small farms","2004","Hamiltonsbawn","Number",""
"Small farms","2004","Keady","Number",""
"Small farms","2004","Kernan","Number",""
"Small farms","2004","Killycomain","Number",""
"Small farms","2004","Knocknashane","Number",""
"Small farms","2004","Lough Road","Number",""
"Small farms","2004","Loughbrickland","Number",""
"Small farms","2004","Loughgall","Number",""
"Small farms","2004","Magheralin","Number",""
"Small farms","2004","Mahon","Number",""
"Small farms","2004","Markethill","Number",""
"Small farms","2004","Mourneview","Number",""
"Small farms","2004","Navan","Number",""
"Small farms","2004","Parklake","Number",""
"Small farms","2004","Quilly","Number",""
"Small farms","2004","Rathfriland","Number",""
"Small farms","2004","Richhill","Number",""
"Small farms","2004","Seagahan","Number",""
"Small farms","2004","Shankill (Armagh, Banbridge and Craigavon)","Number",""
"Small farms","2004","Tandragee","Number",""
"Small farms","2004","The Birches","Number",""
"Small farms","2004","The Mall","Number",""
"Small farms","2004","Waringstown","Number",""
"Small farms","2004","Andersonstown","Number",""
"Small farms","2004","Ardoyne","Number",""
"Small farms","2004","Ballygomartin","Number",""
"Small farms","2004","Ballymacarrett","Number",""
"Small farms","2004","Ballymurphy","Number",""
"Small farms","2004","Ballysillan","Number",""
"Small farms","2004","Beechmount","Number",""
"Small farms","2004","Beersbridge","Number",""
"Small farms","2004","Bellevue","Number",""
"Small farms","2004","Belmont","Number",""
"Small farms","2004","Belvoir","Number",""
"Small farms","2004","Blackstaff","Number",""
"Small farms","2004","Bloomfield (Belfast)","Number",""
"Small farms","2004","Cavehill","Number",""
"Small farms","2004","Central","Number",""
"Small farms","2004","Chichester Park","Number",""
"Small farms","2004","Cliftonville","Number",""
"Small farms","2004","Clonard","Number",""
"Small farms","2004","Collin Glen","Number",""
"Small farms","2004","Connswater","Number",""
"Small farms","2004","Cregagh","Number",""
"Small farms","2004","Duncairn","Number",""
"Small farms","2004","Dunmurry","Number",""
"Small farms","2004","Falls","Number",""
"Small farms","2004","Falls Park","Number",""
"Small farms","2004","Finaghy","Number",""
"Small farms","2004","Forth River","Number",""
"Small farms","2004","Fortwilliam","Number",""
"Small farms","2004","Garnerville","Number",""
"Small farms","2004","Gilnahirk","Number",""
"Small farms","2004","Hillfoot","Number",""
"Small farms","2004","Innisfayle","Number",""
"Small farms","2004","Knock","Number",""
"Small farms","2004","Ladybrook","Number",""
"Small farms","2004","Lagmore","Number",""
"Small farms","2004","Legoniel","Number",""
"Small farms","2004","Malone","Number",""
"Small farms","2004","Merok","Number",""
"Small farms","2004","Musgrave","Number",""
"Small farms","2004","New Lodge","Number",""
"Small farms","2004","Orangefield","Number",""
"Small farms","2004","Ormeau","Number",""
"Small farms","2004","Poleglass","Number",""
"Small farms","2004","Ravenhill","Number",""
"Small farms","2004","Rosetta","Number",""
"Small farms","2004","Sandown","Number",""
"Small farms","2004","Shandon","Number",""
"Small farms","2004","Shankill (Belfast)","Number",""
"Small farms","2004","Shaw's Road","Number",""
"Small farms","2004","Stewartstown (Belfast)","Number",""
"Small farms","2004","Stormont","Number",""
"Small farms","2004","Stranmillis","Number",""
"Small farms","2004","Sydenham","Number",""
"Small farms","2004","Turf Lodge","Number",""
"Small farms","2004","Twinbrook","Number",""
"Small farms","2004","Upper Malone","Number",""
"Small farms","2004","Water Works","Number",""
"Small farms","2004","Windsor","Number",""
"Small farms","2004","Woodstock","Number",""
"Small farms","2004","Woodvale","Number",""
"Small farms","2004","Aghadowey","Number",""
"Small farms","2004","Altahullion","Number",""
"Small farms","2004","Atlantic","Number",""
"Small farms","2004","Ballycastle","Number",""
"Small farms","2004","Ballykelly","Number",""
"Small farms","2004","Ballymoney East","Number",""
"Small farms","2004","Ballymoney North","Number",""
"Small farms","2004","Ballymoney South","Number",""
"Small farms","2004","Castlerock","Number",""
"Small farms","2004","Churchland","Number",""
"Small farms","2004","Clogh Mills","Number",""
"Small farms","2004","Coolessan","Number",""
"Small farms","2004","Dervock","Number",""
"Small farms","2004","Drumsurn","Number",""
"Small farms","2004","Dundooan","Number",""
"Small farms","2004","Dungiven","Number",""
"Small farms","2004","Dunloy","Number",""
"Small farms","2004","Feeny","Number",""
"Small farms","2004","Garvagh","Number",""
"Small farms","2004","Giant's Causeway","Number",""
"Small farms","2004","Greysteel","Number",""
"Small farms","2004","Greystone (Causeway Coast and Glens)","Number",""
"Small farms","2004","Hopefield","Number",""
"Small farms","2004","Kilrea","Number",""
"Small farms","2004","Kinbane","Number",""
"Small farms","2004","Loughguile and Stranocum","Number",""
"Small farms","2004","Lurigethan","Number",""
"Small farms","2004","Macosquin","Number",""
"Small farms","2004","Magilligan","Number",""
"Small farms","2004","Mountsandel","Number",""
"Small farms","2004","Portrush and Dunluce","Number",""
"Small farms","2004","Portstewart","Number",""
"Small farms","2004","Quarry","Number",""
"Small farms","2004","Rasharkin","Number",""
"Small farms","2004","Roeside","Number",""
"Small farms","2004","Route","Number",""
"Small farms","2004","Torr Head and Rathlin","Number",""
"Small farms","2004","University","Number",""
"Small farms","2004","Waterside","Number",""
"Small farms","2004","Windy Hall","Number",""
"Small farms","2004","Artigarvan","Number",""
"Small farms","2004","Ballycolman","Number",""
"Small farms","2004","Ballymagroarty","Number",""
"Small farms","2004","Brandywell","Number",""
"Small farms","2004","Carn Hill","Number",""
"Small farms","2004","Castlederg","Number",""
"Small farms","2004","Caw","Number",""
"Small farms","2004","City Walls","Number",""
"Small farms","2004","Claudy","Number",""
"Small farms","2004","Clondermot","Number",""
"Small farms","2004","Creggan","Number",""
"Small farms","2004","Creggan South","Number",""
"Small farms","2004","Culmore","Number",""
"Small farms","2004","Drumahoe","Number",""
"Small farms","2004","Dunnamanagh","Number",""
"Small farms","2004","Ebrington","Number",""
"Small farms","2004","Eglinton","Number",""
"Small farms","2004","Enagh","Number",""
"Small farms","2004","Finn","Number",""
"Small farms","2004","Foyle Springs","Number",""
"Small farms","2004","Galliagh","Number",""
"Small farms","2004","Glenderg","Number",""
"Small farms","2004","Glenelly Valley","Number",""
"Small farms","2004","Kilfennan","Number",""
"Small farms","2004","Lisnagelvin","Number",""
"Small farms","2004","Madam's Bank","Number",""
"Small farms","2004","New Buildings","Number",""
"Small farms","2004","Newtownstewart","Number",""
"Small farms","2004","Northland","Number",""
"Small farms","2004","Park (Derry and Strabane)","Number",""
"Small farms","2004","Shantallow","Number",""
"Small farms","2004","Shantallow East","Number",""
"Small farms","2004","Sheriff's Mountain","Number",""
"Small farms","2004","Sion Mills","Number",""
"Small farms","2004","Skeoge","Number",""
"Small farms","2004","Slievekirk","Number",""
"Small farms","2004","Springtown","Number",""
"Small farms","2004","Strabane North","Number",""
"Small farms","2004","Strabane West","Number",""
"Small farms","2004","Victoria (Derry and Strabane)","Number",""
"Small farms","2004","Ballinamallard","Number",""
"Small farms","2004","Belcoo and Garrison","Number",""
"Small farms","2004","Belleek and Boa","Number",""
"Small farms","2004","Beragh","Number",""
"Small farms","2004","Boho,Cleenish and Letterbreen","Number",""
"Small farms","2004","Brookeborough","Number",""
"Small farms","2004","Camowen","Number",""
"Small farms","2004","Castlecoole","Number",""
"Small farms","2004","Coolnagard","Number",""
"Small farms","2004","Dergmoney","Number",""
"Small farms","2004","Derrygonnelly","Number",""
"Small farms","2004","Derrylin","Number",""
"Small farms","2004","Donagh","Number",""
"Small farms","2004","Dromore (Fermanagh and Omagh)","Number",""
"Small farms","2004","Drumnakilly","Number",""
"Small farms","2004","Drumquin","Number",""
"Small farms","2004","Ederney and Kesh","Number",""
"Small farms","2004","Erne","Number",""
"Small farms","2004","Fairy Water","Number",""
"Small farms","2004","Fintona","Number",""
"Small farms","2004","Florence Court and Kinawley","Number",""
"Small farms","2004","Gortin","Number",""
"Small farms","2004","Gortrush","Number",""
"Small farms","2004","Irvinestown","Number",""
"Small farms","2004","Killyclogher","Number",""
"Small farms","2004","Lisbellaw","Number",""
"Small farms","2004","Lisnarrick","Number",""
"Small farms","2004","Lisnaskea","Number",""
"Small farms","2004","Maguiresbridge","Number",""
"Small farms","2004","Newtownbutler","Number",""
"Small farms","2004","Newtownsaville","Number",""
"Small farms","2004","Owenkillew","Number",""
"Small farms","2004","Portora","Number",""
"Small farms","2004","Rosslea","Number",""
"Small farms","2004","Rossorry","Number",""
"Small farms","2004","Sixmilecross","Number",""
"Small farms","2004","Strule","Number",""
"Small farms","2004","Tempo","Number",""
"Small farms","2004","Termon","Number",""
"Small farms","2004","Trillick","Number",""
"Small farms","2004","Ballinderry","Number",""
"Small farms","2004","Ballyhanwood","Number",""
"Small farms","2004","Ballymacash","Number",""
"Small farms","2004","Ballymacbrennan","Number",""
"Small farms","2004","Ballymacoss","Number",""
"Small farms","2004","Beechill","Number",""
"Small farms","2004","Blaris","Number",""
"Small farms","2004","Cairnshill","Number",""
"Small farms","2004","Carrowreagh","Number",""
"Small farms","2004","Carryduff East","Number",""
"Small farms","2004","Carryduff West","Number",""
"Small farms","2004","Derryaghy","Number",""
"Small farms","2004","Dromara","Number",""
"Small farms","2004","Drumbo","Number",""
"Small farms","2004","Dundonald","Number",""
"Small farms","2004","Enler","Number",""
"Small farms","2004","Galwally","Number",""
"Small farms","2004","Glenavy","Number",""
"Small farms","2004","Graham's Bridge","Number",""
"Small farms","2004","Harmony Hill","Number",""
"Small farms","2004","Hilden","Number",""
"Small farms","2004","Hillhall","Number",""
"Small farms","2004","Hillsborough","Number",""
"Small farms","2004","Knockbracken","Number",""
"Small farms","2004","Knockmore","Number",""
"Small farms","2004","Lagan","Number",""
"Small farms","2004","Lagan Valley","Number",""
"Small farms","2004","Lambeg","Number",""
"Small farms","2004","Lisnagarvey","Number",""
"Small farms","2004","Maghaberry","Number",""
"Small farms","2004","Magheralave","Number",""
"Small farms","2004","Maze","Number",""
"Small farms","2004","Moira","Number",""
"Small farms","2004","Moneyreagh","Number",""
"Small farms","2004","Newtownbreda","Number",""
"Small farms","2004","Old Warren","Number",""
"Small farms","2004","Ravernet","Number",""
"Small farms","2004","Stonyford","Number",""
"Small farms","2004","Wallace Park","Number",""
"Small farms","2004","White Mountain","Number",""
"Small farms","2004","Academy","Number",""
"Small farms","2004","Ahoghill","Number",""
"Small farms","2004","Ardeevin","Number",""
"Small farms","2004","Ballee and Harryville","Number",""
"Small farms","2004","Ballycarry and Glynn","Number",""
"Small farms","2004","Ballykeel","Number",""
"Small farms","2004","Boneybefore","Number",""
"Small farms","2004","Braidwater","Number",""
"Small farms","2004","Broughshane","Number",""
"Small farms","2004","Burleigh Hill","Number",""
"Small farms","2004","Cairncastle","Number",""
"Small farms","2004","Carnlough and Glenarm","Number",""
"Small farms","2004","Castle (Mid and East Antrim)","Number",""
"Small farms","2004","Castle Demesne","Number",""
"Small farms","2004","Craigyhill","Number",""
"Small farms","2004","Cullybackey","Number",""
"Small farms","2004","Curran and Inver","Number",""
"Small farms","2004","Fair Green","Number",""
"Small farms","2004","Galgorm","Number",""
"Small farms","2004","Gardenmore","Number",""
"Small farms","2004","Glenravel","Number",""
"Small farms","2004","Glenwhirry","Number",""
"Small farms","2004","Gortalee","Number",""
"Small farms","2004","Grange","Number",""
"Small farms","2004","Greenisland","Number",""
"Small farms","2004","Islandmagee","Number",""
"Small farms","2004","Kells","Number",""
"Small farms","2004","Kilroot","Number",""
"Small farms","2004","Kilwaughter","Number",""
"Small farms","2004","Kirkinriola","Number",""
"Small farms","2004","Love Lane","Number",""
"Small farms","2004","Maine","Number",""
"Small farms","2004","Park (Mid and East Antrim)","Number",""
"Small farms","2004","Portglenone","Number",""
"Small farms","2004","Slemish","Number",""
"Small farms","2004","Sunnylands","Number",""
"Small farms","2004","The Maidens","Number",""
"Small farms","2004","Victoria (Mid and East Antrim)","Number",""
"Small farms","2004","Whitehead South","Number",""
"Small farms","2004","Woodburn","Number",""
"Small farms","2004","Ardboe","Number",""
"Small farms","2004","Augher and Clogher","Number",""
"Small farms","2004","Aughnacloy","Number",""
"Small farms","2004","Ballygawley","Number",""
"Small farms","2004","Ballymaguigan","Number",""
"Small farms","2004","Ballysaggart","Number",""
"Small farms","2004","Bellaghy","Number",""
"Small farms","2004","Caledon","Number",""
"Small farms","2004","Castlecaulfield","Number",""
"Small farms","2004","Castledawson","Number",""
"Small farms","2004","Coagh","Number",""
"Small farms","2004","Coalisland North","Number",""
"Small farms","2004","Coalisland South","Number",""
"Small farms","2004","Cookstown East","Number",""
"Small farms","2004","Cookstown South","Number",""
"Small farms","2004","Cookstown West","Number",""
"Small farms","2004","Coolshinny","Number",""
"Small farms","2004","Donaghmore","Number",""
"Small farms","2004","Draperstown","Number",""
"Small farms","2004","Fivemiletown","Number",""
"Small farms","2004","Glebe (Mid Ulster)","Number",""
"Small farms","2004","Killyman","Number",""
"Small farms","2004","Killymeal","Number",""
"Small farms","2004","Lissan","Number",""
"Small farms","2004","Loughry","Number",""
"Small farms","2004","Lower Glenshane","Number",""
"Small farms","2004","Maghera","Number",""
"Small farms","2004","Moy","Number",""
"Small farms","2004","Moygashel","Number",""
"Small farms","2004","Mullaghmore","Number",""
"Small farms","2004","Oaklands","Number",""
"Small farms","2004","Pomeroy","Number",""
"Small farms","2004","Stewartstown (Mid Ulster)","Number",""
"Small farms","2004","Swatragh","Number",""
"Small farms","2004","Tamlaght O'Crilly","Number",""
"Small farms","2004","The Loup","Number",""
"Small farms","2004","Tobermore","Number",""
"Small farms","2004","Town Parks East","Number",""
"Small farms","2004","Valley (Mid Ulster)","Number",""
"Small farms","2004","Washing Bay","Number",""
"Small farms","2004","Abbey (Newry, Mourne and Down)","Number",""
"Small farms","2004","Annalong","Number",""
"Small farms","2004","Ballybot","Number",""
"Small farms","2004","Ballydugan","Number",""
"Small farms","2004","Ballynahinch","Number",""
"Small farms","2004","Ballyward","Number",""
"Small farms","2004","Bessbrook","Number",""
"Small farms","2004","Binnian","Number",""
"Small farms","2004","Burren","Number",""
"Small farms","2004","Camlough","Number",""
"Small farms","2004","Castlewellan","Number",""
"Small farms","2004","Cathedral (Newry, Mourne and Down)","Number",""
"Small farms","2004","Crossgar and Killyleagh","Number",""
"Small farms","2004","Crossmaglen","Number",""
"Small farms","2004","Damolly","Number",""
"Small farms","2004","Derryboy","Number",""
"Small farms","2004","Derryleckagh","Number",""
"Small farms","2004","Donard","Number",""
"Small farms","2004","Drumalane","Number",""
"Small farms","2004","Drumaness","Number",""
"Small farms","2004","Dundrum","Number",""
"Small farms","2004","Fathom","Number",""
"Small farms","2004","Forkhill","Number",""
"Small farms","2004","Hilltown","Number",""
"Small farms","2004","Kilkeel","Number",""
"Small farms","2004","Kilmore","Number",""
"Small farms","2004","Knocknashinna","Number",""
"Small farms","2004","Lecale","Number",""
"Small farms","2004","Lisnacree","Number",""
"Small farms","2004","Mayobridge","Number",""
"Small farms","2004","Mullaghbane","Number",""
"Small farms","2004","Murlough","Number",""
"Small farms","2004","Newtownhamilton","Number",""
"Small farms","2004","Quoile","Number",""
"Small farms","2004","Rostrevor","Number",""
"Small farms","2004","Saintfield","Number",""
"Small farms","2004","St. Patrick's","Number",""
"Small farms","2004","Strangford","Number",""
"Small farms","2004","Tollymore","Number",""
"Small farms","2004","Warrenpoint","Number",""
"Small farms","2004","Whitecross","Number",""
"Small farms","2004","Ballycrochan","Number",""
"Small farms","2004","Ballygowan","Number",""
"Small farms","2004","Ballygrainey","Number",""
"Small farms","2004","Ballyholme","Number",""
"Small farms","2004","Ballymagee","Number",""
"Small farms","2004","Ballywalter","Number",""
"Small farms","2004","Bloomfield (North Down and Ards)","Number",""
"Small farms","2004","Broadway","Number",""
"Small farms","2004","Bryansburn","Number",""
"Small farms","2004","Carrowdore","Number",""
"Small farms","2004","Castle (North Down and Ards)","Number",""
"Small farms","2004","Clandeboye","Number",""
"Small farms","2004","Comber North","Number",""
"Small farms","2004","Comber South","Number",""
"Small farms","2004","Comber West","Number",""
"Small farms","2004","Conway Square","Number",""
"Small farms","2004","Cronstown","Number",""
"Small farms","2004","Cultra","Number",""
"Small farms","2004","Donaghadee","Number",""
"Small farms","2004","Glen","Number",""
"Small farms","2004","Gregstown","Number",""
"Small farms","2004","Groomsport","Number",""
"Small farms","2004","Harbour","Number",""
"Small farms","2004","Helen's Bay","Number",""
"Small farms","2004","Holywood","Number",""
"Small farms","2004","Kilcooley","Number",""
"Small farms","2004","Killinchy","Number",""
"Small farms","2004","Kircubbin","Number",""
"Small farms","2004","Loughries","Number",""
"Small farms","2004","Loughview","Number",""
"Small farms","2004","Movilla","Number",""
"Small farms","2004","Portaferry","Number",""
"Small farms","2004","Portavogie","Number",""
"Small farms","2004","Rathgael","Number",""
"Small farms","2004","Rathmore","Number",""
"Small farms","2004","Scrabo","Number",""
"Small farms","2004","Silverbirch","Number",""
"Small farms","2004","Silverstream","Number",""
"Small farms","2004","Warren","Number",""
"Small farms","2004","West Winds","Number",""
"Small farms","2004","Northern Ireland","Number",""
"Small farms","2005","Abbey (Antrim and Newtownabbey)","Number",""
"Small farms","2005","Aldergrove","Number",""
"Small farms","2005","Antrim Centre","Number",""
"Small farms","2005","Ballyclare East","Number",""
"Small farms","2005","Ballyclare West","Number",""
"Small farms","2005","Ballyduff","Number",""
"Small farms","2005","Ballyhenry","Number",""
"Small farms","2005","Ballynure","Number",""
"Small farms","2005","Ballyrobert","Number",""
"Small farms","2005","Burnthill","Number",""
"Small farms","2005","Carnmoney","Number",""
"Small farms","2005","Carnmoney Hill","Number",""
"Small farms","2005","Clady","Number",""
"Small farms","2005","Collinbridge","Number",""
"Small farms","2005","Cranfield","Number",""
"Small farms","2005","Crumlin","Number",""
"Small farms","2005","Doagh","Number",""
"Small farms","2005","Fairview","Number",""
"Small farms","2005","Fountain Hill","Number",""
"Small farms","2005","Glebe (Antrim and Newtownabbey)","Number",""
"Small farms","2005","Glengormley","Number",""
"Small farms","2005","Greystone (Antrim and Newtownabbey)","Number",""
"Small farms","2005","Hightown","Number",""
"Small farms","2005","Jordanstown","Number",""
"Small farms","2005","Mallusk","Number",""
"Small farms","2005","Monkstown","Number",""
"Small farms","2005","Mossley","Number",""
"Small farms","2005","O'Neill","Number",""
"Small farms","2005","Parkgate","Number",""
"Small farms","2005","Randalstown","Number",""
"Small farms","2005","Rathcoole","Number",""
"Small farms","2005","Rostulla","Number",""
"Small farms","2005","Shilvodan","Number",""
"Small farms","2005","Springfarm","Number",""
"Small farms","2005","Steeple","Number",""
"Small farms","2005","Stiles","Number",""
"Small farms","2005","Templepatrick","Number",""
"Small farms","2005","Toome","Number",""
"Small farms","2005","Valley (Antrim and Newtownabbey)","Number",""
"Small farms","2005","Whitehouse","Number",""
"Small farms","2005","Aghagallon","Number",""
"Small farms","2005","Ballybay","Number",""
"Small farms","2005","Banbridge East","Number",""
"Small farms","2005","Banbridge North","Number",""
"Small farms","2005","Banbridge South","Number",""
"Small farms","2005","Banbridge West","Number",""
"Small farms","2005","Blackwatertown","Number",""
"Small farms","2005","Bleary","Number",""
"Small farms","2005","Brownlow","Number",""
"Small farms","2005","Cathedral (Armagh, Banbridge and Craigavon)","Number",""
"Small farms","2005","Corcrain","Number",""
"Small farms","2005","Craigavon Centre","Number",""
"Small farms","2005","Demesne","Number",""
"Small farms","2005","Derrytrasna","Number",""
"Small farms","2005","Donaghcloney","Number",""
"Small farms","2005","Dromore (Armagh, Banbridge and Craigavon)","Number",""
"Small farms","2005","Gilford","Number",""
"Small farms","2005","Gransha","Number",""
"Small farms","2005","Hamiltonsbawn","Number",""
"Small farms","2005","Keady","Number",""
"Small farms","2005","Kernan","Number",""
"Small farms","2005","Killycomain","Number",""
"Small farms","2005","Knocknashane","Number",""
"Small farms","2005","Lough Road","Number",""
"Small farms","2005","Loughbrickland","Number",""
"Small farms","2005","Loughgall","Number",""
"Small farms","2005","Magheralin","Number",""
"Small farms","2005","Mahon","Number",""
"Small farms","2005","Markethill","Number",""
"Small farms","2005","Mourneview","Number",""
"Small farms","2005","Navan","Number",""
"Small farms","2005","Parklake","Number",""
"Small farms","2005","Quilly","Number",""
"Small farms","2005","Rathfriland","Number",""
"Small farms","2005","Richhill","Number",""
"Small farms","2005","Seagahan","Number",""
"Small farms","2005","Shankill (Armagh, Banbridge and Craigavon)","Number",""
"Small farms","2005","Tandragee","Number",""
"Small farms","2005","The Birches","Number",""
"Small farms","2005","The Mall","Number",""
"Small farms","2005","Waringstown","Number",""
"Small farms","2005","Andersonstown","Number",""
"Small farms","2005","Ardoyne","Number",""
"Small farms","2005","Ballygomartin","Number",""
"Small farms","2005","Ballymacarrett","Number",""
"Small farms","2005","Ballymurphy","Number",""
"Small farms","2005","Ballysillan","Number",""
"Small farms","2005","Beechmount","Number",""
"Small farms","2005","Beersbridge","Number",""
"Small farms","2005","Bellevue","Number",""
"Small farms","2005","Belmont","Number",""
"Small farms","2005","Belvoir","Number",""
"Small farms","2005","Blackstaff","Number",""
"Small farms","2005","Bloomfield (Belfast)","Number",""
"Small farms","2005","Cavehill","Number",""
"Small farms","2005","Central","Number",""
"Small farms","2005","Chichester Park","Number",""
"Small farms","2005","Cliftonville","Number",""
"Small farms","2005","Clonard","Number",""
"Small farms","2005","Collin Glen","Number",""
"Small farms","2005","Connswater","Number",""
"Small farms","2005","Cregagh","Number",""
"Small farms","2005","Duncairn","Number",""
"Small farms","2005","Dunmurry","Number",""
"Small farms","2005","Falls","Number",""
"Small farms","2005","Falls Park","Number",""
"Small farms","2005","Finaghy","Number",""
"Small farms","2005","Forth River","Number",""
"Small farms","2005","Fortwilliam","Number",""
"Small farms","2005","Garnerville","Number",""
"Small farms","2005","Gilnahirk","Number",""
"Small farms","2005","Hillfoot","Number",""
"Small farms","2005","Innisfayle","Number",""
"Small farms","2005","Knock","Number",""
"Small farms","2005","Ladybrook","Number",""
"Small farms","2005","Lagmore","Number",""
"Small farms","2005","Legoniel","Number",""
"Small farms","2005","Malone","Number",""
"Small farms","2005","Merok","Number",""
"Small farms","2005","Musgrave","Number",""
"Small farms","2005","New Lodge","Number",""
"Small farms","2005","Orangefield","Number",""
"Small farms","2005","Ormeau","Number",""
"Small farms","2005","Poleglass","Number",""
"Small farms","2005","Ravenhill","Number",""
"Small farms","2005","Rosetta","Number",""
"Small farms","2005","Sandown","Number",""
"Small farms","2005","Shandon","Number",""
"Small farms","2005","Shankill (Belfast)","Number",""
"Small farms","2005","Shaw's Road","Number",""
"Small farms","2005","Stewartstown (Belfast)","Number",""
"Small farms","2005","Stormont","Number",""
"Small farms","2005","Stranmillis","Number",""
"Small farms","2005","Sydenham","Number",""
"Small farms","2005","Turf Lodge","Number",""
"Small farms","2005","Twinbrook","Number",""
"Small farms","2005","Upper Malone","Number",""
"Small farms","2005","Water Works","Number",""
"Small farms","2005","Windsor","Number",""
"Small farms","2005","Woodstock","Number",""
"Small farms","2005","Woodvale","Number",""
"Small farms","2005","Aghadowey","Number",""
"Small farms","2005","Altahullion","Number",""
"Small farms","2005","Atlantic","Number",""
"Small farms","2005","Ballycastle","Number",""
"Small farms","2005","Ballykelly","Number",""
"Small farms","2005","Ballymoney East","Number",""
"Small farms","2005","Ballymoney North","Number",""
"Small farms","2005","Ballymoney South","Number",""
"Small farms","2005","Castlerock","Number",""
"Small farms","2005","Churchland","Number",""
"Small farms","2005","Clogh Mills","Number",""
"Small farms","2005","Coolessan","Number",""
"Small farms","2005","Dervock","Number",""
"Small farms","2005","Drumsurn","Number",""
"Small farms","2005","Dundooan","Number",""
"Small farms","2005","Dungiven","Number",""
"Small farms","2005","Dunloy","Number",""
"Small farms","2005","Feeny","Number",""
"Small farms","2005","Garvagh","Number",""
"Small farms","2005","Giant's Causeway","Number",""
"Small farms","2005","Greysteel","Number",""
"Small farms","2005","Greystone (Causeway Coast and Glens)","Number",""
"Small farms","2005","Hopefield","Number",""
"Small farms","2005","Kilrea","Number",""
"Small farms","2005","Kinbane","Number",""
"Small farms","2005","Loughguile and Stranocum","Number",""
"Small farms","2005","Lurigethan","Number",""
"Small farms","2005","Macosquin","Number",""
"Small farms","2005","Magilligan","Number",""
"Small farms","2005","Mountsandel","Number",""
"Small farms","2005","Portrush and Dunluce","Number",""
"Small farms","2005","Portstewart","Number",""
